step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,x,y,theta,safety,action
671,63.0,73.0,63.3,63.9,66.4,63.0,67.1,66.7,-0.016,-0.001,9.839,-5.994,3449.981,46.441,0.25,0.0502,40.022,40.022,metal,0,0.1,63.0,67.1,0.5041,-0.4902,-0.162,ok,avanzando en metal
672,67.2,62.9,70.0,64.7,62.5,73.0,67.2,65.4,1.494,-0.002,9.816,-8.532,-3245.04,41.297,1.51,0.1193,40.142,40.142,rough,0.01,8.7,65.4,62.9,0.5064,-0.4905,-0.136,ok,avanzando en rough
673,64.0,72.3,64.4,71.3,58.5,66.5,64.0,64.4,-1.409,-0.001,9.813,0.743,3679.134,30.817,2.903,0.0502,40.192,40.192,rough,0,8.2,64.0,64.0,0.5074,-0.4906,-0.116,ok,avanzando en rough
674,65.1,67.6,70.0,68.9,64.9,66.8,64.8,67.6,0.042,-0.001,9.831,2.496,-1813.979,24.579,1.452,0.0502,40.242,40.242,rough,0,0.2,65.1,64.8,0.5084,-0.4907,-0.101,ok,avanzando en rough
675,72.1,64.9,66.9,69.1,65.5,68.5,65.4,66.9,0.038,-0.001,9.789,3.97,137.017,18.916,0.042,0.0502,40.292,40.292,carpet,0.0,0.2,66.9,64.9,0.5094,-0.4908,-0.088,ok,avanzando en carpet
676,66.8,72.8,67.9,63.1,68.0,67.7,64.2,68.5,1.018,-0.001,9.806,1.967,101.628,16.647,0.98,0.1005,40.393,40.393,rough,0,5.9,66.8,64.2,0.5114,-0.491,-0.078,ok,avanzando en rough
677,69.0,63.4,68.4,66.6,64.2,65.8,65.3,65.2,-1.158,-0.001,9.798,2.721,4957.587,12.628,2.176,0.0502,40.443,40.443,rough,0.0,6.7,65.2,63.4,0.5124,-0.4911,-0.07,ok,avanzando en rough
678,68.8,70.6,69.5,68.1,67.9,67.7,66.2,61.2,-0.072,-0.001,9.787,2.257,-2443.508,9.633,1.086,0.0502,40.493,40.493,rough,0,0.4,61.2,66.2,0.5134,-0.4911,-0.064,ok,avanzando en rough
679,67.2,60.2,63.2,68.6,66.6,69.8,69.4,64.0,0.035,-0.001,9.823,3.239,-2526.95,7.212,0.113,0.0502,40.544,40.544,metal,0,0.2,64.0,60.2,0.5144,-0.4912,-0.059,ok,avanzando en metal
680,66.4,69.1,68.4,72.4,64.8,61.3,62.5,68.3,1.411,-0.001,9.874,2.07,59.893,6.765,1.377,0.1193,40.663,40.663,rough,0.01,8.1,66.4,62.5,0.5168,-0.4913,-0.055,ok,avanzando en rough
681,66.5,73.6,66.4,67.8,70.9,71.7,66.9,61.6,-1.627,-0.001,9.814,2.248,6770.355,4.639,3.038,0.0502,40.713,40.713,rough,0,9.4,61.6,66.9,0.5178,-0.4914,-0.052,ok,avanzando en rough
682,65.2,69.2,71.0,64.9,67.4,68.7,70.1,65.4,-0.112,0.0,9.792,1.536,-3355.723,3.275,1.515,0.0502,40.763,40.763,rough,0,0.7,65.2,69.2,0.5188,-0.4914,-0.05,ok,avanzando en rough
683,67.3,59.8,66.5,72.7,63.2,66.0,68.3,64.4,0.035,-0.001,9.821,2.011,-3493.149,2.197,0.15,0.0502,40.814,40.814,metal,0.0,0.2,64.4,59.8,0.5198,-0.4915,-0.048,ok,avanzando en metal
684,64.5,63.7,70.4,72.5,64.7,64.1,68.0,66.2,1.339,-0.0,9.847,0.847,1707.404,2.358,1.304,0.1225,40.939,40.933,rough,0,7.7,64.5,63.7,0.5223,-0.4916,-0.049,ok,avanzando en rough
685,63.7,67.7,65.8,63.7,62.8,68.2,60.9,66.5,-1.413,-0.0,9.774,1.554,-66.912,1.306,2.753,0.0502,40.99,40.983,rough,0.0,8.2,63.7,60.9,0.5233,-0.4916,-0.048,ok,avanzando en rough
686,69.0,69.5,64.2,70.5,66.7,64.6,69.0,62.8,-0.029,-0.0,9.765,1.263,-108.436,0.924,1.385,0.0502,41.04,41.034,rough,0,0.2,62.8,69.0,0.5243,-0.4917,-0.048,ok,avanzando en rough
687,59.2,65.3,69.2,72.2,67.7,66.0,65.2,70.4,-0.023,-0.0,9.791,1.033,-143.777,0.68,0.026,0.0502,41.09,41.084,carpet,0.0,0.1,59.2,65.2,0.5253,-0.4917,-0.047,ok,avanzando en carpet
688,65.1,66.3,67.3,71.1,66.5,67.2,67.3,69.3,1.171,-0.0,9.863,0.844,-4924.287,0.615,1.196,0.1005,41.191,41.184,rough,0,6.8,65.1,66.3,0.5273,-0.4918,-0.047,ok,avanzando en rough
689,70.9,69.3,66.9,68.4,65.6,65.9,68.7,72.3,-0.896,-0.0,9.803,0.509,2467.946,0.188,2.068,0.0502,41.241,41.234,rough,0.0,5.2,70.9,68.7,0.5283,-0.4919,-0.047,ok,avanzando en rough
690,73.1,62.7,67.0,65.7,64.2,66.9,71.9,65.8,-0.028,-0.0,9.806,0.604,2586.655,0.272,0.868,0.0502,41.291,41.285,rough,0.0,0.2,65.8,62.7,0.5293,-0.4919,-0.046,ok,explorando (rough)
691,75.0,70.0,71.1,70.0,64.4,64.1,70.0,68.2,0.015,-0.004,9.83,0.913,35.465,-90.276,0.049,0.0,40.625,41.95,sand,0.0,0.1,68.2,70.0,0.5293,-0.4919,0.398,ok,avanzando en sand
692,61.3,71.2,62.0,66.5,65.5,67.2,71.9,70.4,1.658,-0.001,9.753,11.063,-6702.865,-70.667,1.645,0.0691,40.694,42.019,rough,0.018,9.6,61.3,71.2,0.5306,-0.4914,0.352,ok,avanzando en rough
693,68.4,68.2,66.3,68.1,64.6,63.2,68.0,64.8,-0.242,0.0,9.809,5.338,3313.723,-56.564,1.901,0.0502,40.745,42.07,rough,0.0,1.4,64.8,68.0,0.5316,-0.4911,0.316,ok,avanzando en rough
694,65.5,63.5,69.3,67.8,63.6,62.4,65.1,73.6,-0.001,0.001,9.822,6.597,3561.933,-46.178,0.241,0.0502,40.795,42.12,metal,0,0.0,65.5,63.5,0.5325,-0.4908,0.287,ok,avanzando en metal
695,65.8,67.3,72.4,62.0,68.9,63.9,63.9,72.1,1.502,0.001,9.775,9.002,-3104.307,-37.338,1.504,0.1193,40.914,42.239,rough,0.01,8.7,65.8,63.9,0.5348,-0.4902,0.263,ok,avanzando en rough
696,66.8,69.9,58.2,71.2,67.1,66.6,61.7,64.0,-1.41,0.001,9.797,-0.172,3821.997,-30.307,2.912,0.0502,40.964,42.29,rough,0,8.2,64.0,61.7,0.5358,-0.49,0.243,ok,explorando (rough)
697,63.6,69.9,67.5,70.1,67.7,69.4,67.9,70.9,-0.004,0.003,9.791,-2.002,-140.65,-90.497,1.406,0.0031,40.305,42.955,rough,0.0,0.0,63.6,67.9,0.5358,-0.4899,0.685,ok,avanzando en rough
698,69.2,66.6,64.2,69.2,65.6,72.0,66.2,73.2,1.188,0.002,9.808,6.289,-4933.271,-74.752,1.191,0.0502,40.355,43.005,rough,0,6.9,69.2,66.2,0.5367,-0.4893,0.637,ok,avanzando en rough
699,66.2,65.2,69.7,66.7,70.5,68.4,64.3,76.2,0.104,0.0,9.819,5.458,2433.063,-63.239,1.084,0.0502,40.406,43.056,rough,0,0.6,66.2,64.3,0.5375,-0.4888,0.597,ok,avanzando en rough
700,70.1,67.8,71.1,67.1,69.7,66.6,62.6,66.2,-0.008,0.001,9.808,5.685,2606.941,-50.644,0.113,0.0502,40.456,43.106,metal,0.0,0.0,66.2,62.6,0.5383,-0.4882,0.564,ok,avanzando en metal
701,62.7,66.5,72.5,72.2,66.1,66.9,65.4,72.1,1.536,0.001,9.792,8.436,-4058.851,-42.798,1.544,0.1193,40.575,43.225,rough,0.01,8.9,62.7,65.4,0.5404,-0.487,0.537,ok,avanzando en rough
702,63.2,69.6,66.9,68.4,69.3,63.0,65.0,66.2,-1.33,0.001,9.814,-1.131,2941.339,-32.71,2.866,0.0502,40.625,43.275,rough,0,7.7,63.2,65.0,0.5413,-0.4865,0.516,ok,avanzando en rough
703,65.9,68.7,67.1,67.6,65.9,60.0,66.0,64.6,-0.087,0.001,9.808,-1.976,3048.753,-26.08,1.243,0.0502,40.676,43.326,rough,0.0,0.5,64.6,66.0,0.5421,-0.486,0.499,ok,avanzando en rough
704,60.2,70.4,68.8,68.8,66.1,71.9,71.0,70.7,-0.025,0.001,9.816,-2.515,-1498.993,-19.765,0.063,0.0502,40.726,43.376,carpet,0,0.1,60.2,70.4,0.543,-0.4856,0.486,ok,avanzando en carpet
705,67.4,64.6,68.2,67.2,71.2,74.6,70.9,61.9,1.218,0.001,9.837,-2.448,-6258.782,-16.678,1.243,0.1005,40.826,43.476,rough,0.0,7.1,61.9,64.6,0.5448,-0.4847,0.476,ok,avanzando en rough
706,64.8,61.2,69.6,66.3,70.5,68.4,63.5,66.1,-0.873,0.001,9.82,-2.587,3125.005,-12.827,2.091,0.0502,40.877,43.527,rough,0,5.1,64.8,61.2,0.5457,-0.4842,0.468,ok,avanzando en rough
707,68.9,72.4,67.1,64.4,70.9,69.6,71.7,60.4,-0.03,0.001,9.778,-3.477,3309.117,-10.08,0.843,0.0502,40.927,43.577,rough,0,0.2,60.4,71.7,0.5466,-0.4838,0.461,ok,avanzando en rough
708,70.5,69.8,63.8,75.7,73.3,62.6,69.2,71.7,0.037,0.001,9.783,-2.315,-1629.691,-7.309,0.068,0.0502,40.977,43.627,carpet,0.0,0.2,70.5,69.2,0.5475,-0.4833,0.456,ok,avanzando en carpet
709,69.3,67.7,64.6,61.6,69.0,70.3,69.5,65.6,1.013,0.001,9.83,-2.808,87.348,-7.197,0.977,0.1005,41.077,43.728,rough,0,5.9,65.6,67.7,0.5493,-0.4824,0.452,ok,avanzando en rough
710,67.7,64.0,69.9,58.4,66.0,62.8,65.7,63.0,-1.156,0.0,9.814,-2.705,4907.706,-5.186,2.169,0.0502,41.128,43.778,rough,0.0,6.7,63.0,64.0,0.5502,-0.482,0.449,ok,avanzando en rough
711,71.4,65.5,72.8,65.8,60.9,68.8,65.2,64.7,-0.071,0.001,9.867,-1.589,-2431.787,-3.653,1.087,0.0502,41.178,43.828,rough,0.0,0.4,64.7,65.2,0.5511,-0.4816,0.446,ok,avanzando en rough
712,65.5,72.2,67.7,70.3,70.6,70.2,67.0,61.2,0.035,0.0,9.852,-2.315,-2532.667,-2.765,0.107,0.0502,41.228,43.878,metal,0,0.2,61.2,67.0,0.552,-0.4811,0.444,ok,avanzando en metal
713,67.6,65.8,71.4,68.4,65.1,66.8,64.6,67.0,1.407,0.001,9.806,-1.735,59.608,-3.44,1.373,0.1193,41.348,43.998,rough,0.01,8.2,67.0,64.6,0.5542,-0.4801,0.442,ok,avanzando en rough
714,67.4,64.1,69.4,65.7,64.8,72.0,67.0,64.3,-1.626,0.0,9.809,-1.598,6788.044,-2.294,3.034,0.0502,41.398,44.048,rough,0.0,9.4,64.3,64.1,0.5551,-0.4797,0.441,ok,avanzando en rough
715,71.9,66.7,68.0,66.7,69.6,64.2,66.3,67.4,-0.111,0.0,9.829,-0.795,-3367.386,-1.531,1.516,0.0502,41.448,44.098,rough,0,0.6,67.4,66.3,0.556,-0.4793,0.44,ok,avanzando en rough
716,65.2,59.7,66.9,64.9,70.4,70.0,72.4,70.4,0.036,0.0,9.852,-1.21,-3523.682,-0.937,0.149,0.0502,41.498,44.148,metal,0,0.2,65.2,59.7,0.5569,-0.4788,0.439,ok,avanzando en metal
717,67.5,67.5,66.6,67.3,60.8,65.7,69.0,62.0,1.335,0.0,9.785,-0.622,1704.742,-1.533,1.3,0.1193,41.618,44.268,rough,0.01,7.8,62.0,67.5,0.5591,-0.4778,0.438,ok,avanzando en rough
718,67.8,65.9,69.8,71.7,67.6,72.6,65.1,70.2,-1.406,-0.0,9.806,-0.881,-60.755,-0.685,2.741,0.0502,41.668,44.318,rough,0,8.2,67.8,65.1,0.56,-0.4774,0.438,ok,avanzando en rough
719,60.6,67.0,62.3,68.2,62.8,74.8,70.9,65.7,-0.028,0.0,9.773,-0.713,-104.215,-0.287,1.378,0.0502,41.718,44.368,rough,0,0.2,60.6,67.0,0.5609,-0.477,0.438,ok,avanzando en rough
720,71.7,67.8,74.9,66.8,65.2,66.8,71.9,64.9,-0.022,0.0,9.801,-0.575,-142.664,-0.177,0.029,0.0502,41.768,44.418,carpet,0.0,0.1,64.9,67.8,0.5618,-0.4765,0.437,ok,avanzando en carpet
721,65.6,67.0,70.2,61.9,62.0,67.7,67.6,70.2,1.166,0.0,9.761,-0.476,-4921.755,-0.164,1.189,0.1005,41.869,44.519,rough,0,6.8,65.6,67.0,0.5636,-0.4757,0.437,ok,avanzando en rough
722,71.2,71.2,69.0,63.7,61.9,69.9,66.2,68.6,-0.9,0.0,9.783,-0.221,2464.58,-0.097,2.066,0.0502,41.919,44.569,rough,0.0,5.3,68.6,66.2,0.5645,-0.4753,0.437,ok,avanzando en rough
723,62.7,65.6,69.7,72.4,65.7,60.9,68.5,69.5,-0.027,0.0,9.812,-0.325,2574.918,-0.035,0.874,0.0502,41.969,44.619,rough,0,0.2,62.7,65.6,0.5655,-0.4748,0.437,ok,avanzando en rough
724,66.8,67.1,63.5,66.4,66.0,60.8,67.5,65.3,-0.025,0.0,9.834,-0.245,-50.364,0.006,0.022,0.0502,42.019,44.67,carpet,0,0.1,65.3,67.1,0.5664,-0.4744,0.437,ok,avanzando en carpet
725,68.9,70.7,58.2,61.3,65.2,68.9,62.6,72.4,1.158,0.0,9.88,-0.212,-4840.026,-0.017,1.184,0.1005,42.12,44.77,rough,0.0,6.7,68.9,62.6,0.5682,-0.4736,0.437,ok,avanzando en rough
726,59.2,71.7,70.4,70.8,67.6,67.1,69.7,71.1,-0.906,0.0,9.799,-0.086,2419.407,-0.019,2.066,0.0502,42.17,44.82,rough,0,5.3,59.2,69.7,0.5691,-0.4731,0.437,ok,avanzando en rough
727,66.2,68.4,71.4,65.9,69.9,63.8,69.8,61.7,-0.03,0.0,9.767,-0.138,2549.215,0.019,0.877,0.0502,42.22,44.871,rough,0.0,0.2,61.7,68.4,0.57,-0.4727,0.437,ok,avanzando en rough
728,69.2,69.2,69.9,66.4,66.7,72.9,65.1,72.9,-0.027,0.0,9.816,-0.101,-61.054,0.034,0.05,0.0502,42.271,44.921,carpet,0.0,0.2,69.2,65.1,0.5709,-0.4723,0.437,ok,avanzando en carpet
729,65.2,65.3,69.9,69.6,64.0,63.0,69.4,71.9,1.16,0.0,9.832,-0.089,-4838.004,0.014,1.187,0.1005,42.371,45.021,rough,0,6.7,65.2,65.3,0.5727,-0.4714,0.437,ok,avanzando en rough
730,66.6,66.8,70.3,71.3,67.4,72.4,68.1,63.3,-0.903,0.0,9.831,-0.027,2423.276,-0.012,2.063,0.0502,42.421,45.072,rough,0.0,5.2,63.3,66.8,0.5737,-0.471,0.437,ok,avanzando en rough
731,65.4,62.6,66.3,65.8,68.5,69.6,62.6,71.3,-0.031,0.0,9.836,-0.056,2537.214,0.022,0.872,0.0502,42.472,45.122,rough,0,0.2,65.4,62.6,0.5746,-0.4706,0.437,ok,avanzando en rough
732,71.4,66.0,66.6,66.6,61.3,70.6,64.1,68.7,-0.028,0.0,9.767,-0.04,-68.909,0.031,0.069,0.0502,42.522,45.172,carpet,0,0.2,68.7,64.1,0.5755,-0.4702,0.437,ok,avanzando en carpet
733,73.7,69.4,65.9,70.9,66.5,71.5,72.1,69.5,1.159,0.0,9.848,-0.036,-4861.488,0.013,1.19,0.1005,42.622,45.273,rough,0.0,6.7,69.5,69.4,0.5773,-0.4693,0.437,ok,avanzando en rough
734,65.9,67.8,68.4,63.1,69.8,58.6,59.7,63.2,-0.906,0.0,9.793,-0.003,2440.32,-0.019,2.066,0.0502,42.673,45.323,rough,0,5.3,63.2,59.7,0.5782,-0.4689,0.437,ok,avanzando en rough
735,62.3,69.2,68.8,65.7,69.9,66.6,65.3,69.9,-0.032,-0.0,9.762,-0.023,2539.274,0.015,0.875,0.0502,42.723,45.373,rough,0.0,0.2,62.3,65.3,0.5791,-0.4685,0.437,ok,avanzando en rough
736,63.8,67.7,68.9,65.4,66.6,74.2,70.1,70.4,-0.029,0.0,9.793,-0.016,-74.626,0.025,0.032,0.0502,42.773,45.423,carpet,0,0.2,63.8,67.7,0.58,-0.468,0.437,ok,avanzando en carpet
737,64.4,65.4,66.2,69.0,65.2,70.4,73.6,67.9,1.153,0.0,9.793,-0.014,-4863.322,0.009,1.182,0.1005,42.874,45.524,rough,0.0,6.7,64.4,65.4,0.5818,-0.4672,0.437,ok,avanzando en rough
738,64.0,68.4,66.7,64.7,68.3,64.0,64.7,69.2,-0.913,0.0,9.777,0.006,2434.769,-0.025,2.066,0.0502,42.924,45.574,rough,0,5.3,64.0,64.7,0.5828,-0.4668,0.437,ok,avanzando en rough
739,61.9,64.1,64.7,68.8,63.6,64.7,66.5,72.9,-0.033,-0.0,9.793,-0.01,2534.872,0.01,0.88,0.0502,42.974,45.624,rough,0,0.2,61.9,64.1,0.5837,-0.4663,0.437,ok,avanzando en rough
740,65.6,72.8,68.3,70.5,67.8,61.8,64.2,73.0,-0.03,0.0,9.806,-0.007,-79.226,0.02,0.014,0.0502,43.024,45.674,carpet,0.0,0.2,65.6,64.2,0.5846,-0.4659,0.437,ok,avanzando en carpet
741,61.4,73.3,75.1,67.0,60.8,69.4,68.1,66.9,1.153,-0.0,9.839,-0.006,-4880.644,0.005,1.183,0.1005,43.125,45.775,rough,0,6.7,61.4,68.1,0.5864,-0.465,0.437,ok,avanzando en rough
742,66.0,69.0,68.1,69.7,66.5,68.6,66.2,62.7,-0.906,0.0,9.794,0.009,2436.744,-0.028,2.06,0.0502,43.175,45.825,rough,0.0,5.3,62.7,66.2,0.5873,-0.4646,0.437,ok,avanzando en rough
743,70.5,61.4,70.1,66.5,67.5,72.5,66.2,65.1,-0.034,-0.0,9.824,-0.006,2547.419,0.007,0.873,0.0502,43.225,45.875,rough,0,0.2,65.1,61.4,0.5882,-0.4642,0.437,ok,avanzando en rough
744,68.3,64.1,70.0,64.4,67.7,66.7,65.8,70.2,-0.031,0.0,9.771,-0.005,-82.628,0.018,0.054,0.0502,43.275,45.926,carpet,0,0.2,68.3,64.1,0.5891,-0.4638,0.437,ok,avanzando en carpet
745,64.4,63.3,68.1,70.4,72.0,70.3,70.0,70.6,1.162,-0.0,9.794,-0.004,-4897.843,0.003,1.193,0.1005,43.376,46.026,rough,0.0,6.8,64.4,63.3,0.5909,-0.4629,0.437,ok,avanzando en rough
746,73.2,65.2,62.4,60.1,63.3,72.5,69.8,59.0,-0.911,0.0,9.835,0.01,2438.244,-0.03,2.073,0.0502,43.426,46.076,rough,0,5.3,59.0,65.2,0.5919,-0.4625,0.437,ok,avanzando en rough
747,64.0,61.2,76.5,60.1,67.9,68.4,60.9,65.1,-0.035,-0.0,9.835,-0.005,2543.275,0.006,0.876,0.0502,43.476,46.127,rough,0.0,0.2,64.0,60.9,0.5928,-0.4621,0.437,ok,avanzando en rough
748,63.3,69.4,66.4,62.5,63.8,68.6,67.7,67.9,-0.031,0.0,9.873,-0.004,-85.563,0.017,0.038,0.0502,43.527,46.177,carpet,0.0,0.2,63.3,67.7,0.5937,-0.4616,0.437,ok,avanzando en carpet
749,73.6,67.6,66.9,66.5,61.2,69.7,67.4,65.4,1.158,-0.0,9.781,-0.003,-4902.601,0.002,1.192,0.1005,43.627,46.277,rough,0,6.8,65.4,67.4,0.5955,-0.4608,0.437,ok,avanzando en rough
750,65.9,67.5,65.4,71.1,66.7,66.2,65.4,67.6,-0.908,0.0,9.851,0.01,2445.732,-0.031,2.067,0.0502,43.677,46.328,rough,0.0,5.3,65.9,65.4,0.5964,-0.4604,0.437,ok,avanzando en rough
751,70.5,67.6,63.6,64.9,65.7,67.6,71.9,73.1,-0.035,-0.0,9.786,-0.004,2538.027,0.006,0.876,0.0502,43.728,46.378,rough,0,0.2,70.5,67.6,0.5973,-0.4599,0.437,ok,avanzando en rough
752,69.4,68.4,64.1,66.2,76.3,72.9,68.3,62.2,-0.031,0.0,9.843,-0.004,-87.083,0.017,0.057,0.0502,43.778,46.428,carpet,0,0.2,62.2,68.3,0.5982,-0.4595,0.437,ok,avanzando en carpet
753,67.0,68.5,67.9,70.8,59.6,64.7,69.6,67.7,1.157,-0.0,9.714,-0.003,-4915.246,0.002,1.196,0.1005,43.878,46.529,rough,0.0,6.8,67.0,68.5,0.6,-0.4587,0.437,ok,avanzando en rough
754,62.1,70.4,65.1,68.3,69.8,68.4,70.4,63.9,-0.906,0.0,9.842,0.01,2443.806,-0.031,2.067,0.0502,43.929,46.579,rough,0,5.3,62.1,70.4,0.601,-0.4582,0.437,ok,avanzando en rough
755,64.4,64.5,69.5,71.5,65.1,68.6,72.2,71.5,-0.035,-0.0,9.801,-0.004,2547.301,0.005,0.872,0.0502,43.979,46.629,rough,0.0,0.2,64.4,64.5,0.6019,-0.4578,0.437,ok,avanzando en rough
756,68.5,67.6,68.2,66.7,69.7,65.4,66.8,70.9,-0.032,0.0,9.812,-0.004,-88.562,0.017,0.011,0.0502,44.029,46.679,carpet,0,0.2,68.5,66.8,0.6028,-0.4574,0.437,ok,avanzando en carpet
757,68.8,67.1,66.6,64.0,67.1,70.4,66.8,68.8,1.153,-0.0,9.798,-0.003,-4906.55,0.002,1.185,0.1005,44.13,46.78,rough,0.0,6.7,68.8,66.8,0.6046,-0.4565,0.437,ok,avanzando en rough
758,67.7,65.7,72.9,66.6,70.9,65.3,62.9,66.9,-0.908,0.0,9.8,0.01,2442.444,-0.031,2.062,0.0502,44.18,46.83,rough,0,5.3,66.9,62.9,0.6055,-0.4561,0.437,ok,avanzando en rough
759,69.9,66.2,70.4,62.2,67.4,65.0,72.8,61.8,-0.035,-0.0,9.756,-0.004,2551.363,0.005,0.874,0.0502,44.23,46.88,rough,0,0.2,61.8,66.2,0.6064,-0.4557,0.437,ok,avanzando en rough
760,70.5,75.1,65.2,67.2,71.1,70.6,65.9,67.1,-0.032,0.0,9.823,-0.004,-89.311,0.017,0.067,0.0502,44.28,46.93,carpet,0.0,0.2,67.1,65.9,0.6073,-0.4553,0.437,ok,avanzando en carpet
761,60.3,62.6,64.2,66.2,62.3,67.9,69.9,66.4,1.148,-0.0,9.787,-0.003,-4898.468,0.002,1.18,0.1005,44.381,47.031,rough,0,6.7,60.3,62.6,0.6092,-0.4544,0.437,ok,avanzando en rough
762,73.0,71.9,70.0,60.6,67.5,58.9,69.6,71.2,-0.912,0.0,9.806,0.01,2440.554,-0.031,2.06,0.0502,44.431,47.081,rough,0.0,5.3,71.2,69.6,0.6101,-0.454,0.437,ok,avanzando en rough
763,68.0,68.6,68.0,67.4,66.9,68.4,64.6,69.3,-0.036,-0.0,9.766,-0.004,2544.109,0.005,0.877,0.0502,44.481,47.131,rough,0,0.2,68.0,64.6,0.611,-0.4536,0.437,ok,avanzando en rough
764,70.3,65.9,68.0,66.4,64.9,64.1,66.3,64.7,-0.032,0.0,9.826,-0.004,-90.444,0.017,0.061,0.0502,44.531,47.182,carpet,0,0.2,64.7,65.9,0.6119,-0.4531,0.437,ok,avanzando en carpet
765,66.8,74.2,62.6,69.7,68.1,63.7,72.2,67.8,1.154,-0.0,9.756,-0.003,-4899.026,0.002,1.188,0.1005,44.632,47.282,rough,0.0,6.7,66.8,72.2,0.6137,-0.4523,0.437,ok,avanzando en rough
766,69.9,71.8,64.2,63.2,64.0,66.9,61.1,69.2,-0.91,0.0,9.776,0.01,2437.641,-0.031,2.064,0.0502,44.682,47.332,rough,0,5.3,69.2,61.1,0.6146,-0.4519,0.437,ok,avanzando en rough
767,70.1,75.4,71.4,63.1,73.1,68.1,69.2,69.1,-0.036,-0.0,9.829,-0.004,2544.966,0.005,0.876,0.0502,44.732,47.383,rough,0.0,0.2,69.1,69.2,0.6155,-0.4514,0.437,ok,avanzando en rough
768,66.7,68.5,67.2,65.9,68.7,59.6,67.5,70.0,-0.032,0.0,9.768,-0.004,-90.761,0.017,0.061,0.0502,44.783,47.433,carpet,0,0.2,66.7,67.5,0.6164,-0.451,0.437,ok,avanzando en carpet
769,67.6,64.7,67.8,69.8,64.8,69.4,68.8,69.0,1.155,-0.0,9.804,-0.003,-4917.598,0.002,1.187,0.1005,44.883,47.533,rough,0,6.7,67.6,64.7,0.6183,-0.4502,0.437,ok,avanzando en rough
770,69.3,62.1,69.5,65.5,71.1,68.7,72.9,74.0,-0.907,0.0,9.776,0.01,2445.858,-0.031,2.062,0.0502,44.933,47.584,rough,0.0,5.3,69.3,62.1,0.6192,-0.4497,0.437,ok,avanzando en rough
771,61.1,63.2,70.5,73.2,67.6,73.3,70.7,63.4,-0.036,-0.0,9.845,-0.004,2548.55,0.005,0.874,0.0502,44.984,47.634,rough,0,0.2,61.1,63.2,0.6201,-0.4493,0.437,ok,avanzando en rough
772,67.0,64.2,62.7,66.5,70.6,71.7,68.2,69.0,-0.032,0.0,9.851,-0.004,-90.709,0.017,0.007,0.0502,45.034,47.684,carpet,0,0.2,67.0,64.2,0.621,-0.4489,0.437,ok,avanzando en carpet
773,63.6,60.2,71.7,63.0,65.1,67.0,68.0,74.8,1.154,-0.0,9.77,-0.003,-4920.766,0.002,1.189,0.1005,45.134,47.785,rough,0.0,6.7,63.6,60.2,0.6228,-0.448,0.437,ok,avanzando en rough
774,63.4,62.0,70.9,65.7,63.9,67.9,68.3,68.0,-0.909,0.0,9.795,0.01,2439.295,-0.031,2.063,0.0502,45.185,47.835,rough,0,5.3,63.4,62.0,0.6237,-0.4476,0.437,ok,avanzando en rough
775,71.0,70.5,63.9,66.5,67.2,67.7,62.4,59.9,-0.036,-0.0,9.875,-0.004,2547.68,0.005,0.877,0.0502,45.235,47.885,rough,0.0,0.2,59.9,62.4,0.6246,-0.4472,0.437,ok,avanzando en rough
776,67.8,68.6,66.6,71.1,68.5,70.0,69.4,69.7,-0.032,0.0,9.765,-0.004,-91.463,0.017,0.11,0.0502,45.285,47.935,metal,0,0.2,67.8,68.6,0.6255,-0.4467,0.437,ok,avanzando en metal
777,68.4,67.7,68.5,62.7,62.4,65.6,66.4,72.8,1.631,-0.0,9.789,-0.003,-6839.248,0.002,1.663,0.1193,45.404,48.055,rough,0.01,9.5,68.4,66.4,0.6277,-0.4457,0.437,ok,avanzando en rough
778,67.0,70.8,71.2,66.7,63.6,73.1,65.1,75.2,-1.261,0.0,9.762,0.024,3396.825,-0.044,2.892,0.0502,45.455,48.105,rough,0.0,7.4,67.0,65.1,0.6286,-0.4453,0.437,ok,avanzando en rough
779,65.0,69.0,70.3,63.8,70.5,66.3,66.8,70.1,-0.039,-0.0,9.85,-0.007,3563.33,0.007,1.225,0.0502,45.505,48.155,rough,0,0.2,65.0,66.8,0.6295,-0.4449,0.437,ok,avanzando en rough
780,70.4,75.8,74.3,72.3,66.0,64.2,75.6,60.6,0.035,0.0,9.768,-0.004,-1757.783,0.031,0.11,0.0502,45.555,48.205,metal,0,0.2,60.6,75.6,0.6304,-0.4445,0.437,ok,explorando (metal)
781,68.2,71.1,65.1,66.1,61.4,65.3,67.8,71.2,0.019,-0.003,9.807,1.992,178.929,-31.152,0.042,0.0,45.254,48.507,sand,0.0,0.1,68.2,67.8,0.6304,-0.4445,0.645,ok,avanzando en sand
782,67.8,70.7,68.8,69.6,72.8,63.8,69.5,71.9,1.393,-0.001,9.799,7.367,-10.81,-30.386,1.375,0.0722,45.323,48.582,rough,0,8.1,67.8,69.5,0.6316,-0.4436,0.628,ok,avanzando en rough
783,71.9,64.7,66.9,65.9,73.6,76.9,66.0,66.0,-0.456,-0.001,9.83,5.108,1943.449,-23.243,1.85,0.0502,45.373,48.632,rough,0.0,2.7,66.0,64.7,0.6324,-0.443,0.613,ok,avanzando en rough
