step,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,vibracion,avance_real,odo_izq,odo_der,terreno,slip,inclinacion,front_min,side_min,safety,action
472,61.6,73.1,60.2,71.2,65.3,64.6,70.8,70.9,0.007,-0.0,9.806,-0.0,-77.618,0.0,0.009,0.1005,44.959,41.586,carpet,0.0,0.0,61.6,70.8,ok,avanzando en carpet a 50% slip=0.0
473,68.4,65.2,65.2,66.3,68.4,67.0,68.1,69.6,0.009,-0.0,9.794,-0.0,-68.276,0.0,0.012,0.1005,45.059,41.687,carpet,0.0,0.1,68.4,65.2,ok,avanzando en carpet a 50% slip=0.0
474,71.5,67.9,64.6,64.3,64.3,72.4,72.4,70.9,0.012,-0.0,9.816,-0.0,-54.924,0.0,0.022,0.1005,45.159,41.787,carpet,0,0.1,70.9,67.9,ok,avanzando en carpet a 50% slip=0
475,66.3,68.8,62.8,68.7,70.9,61.7,68.3,68.0,0.013,-0.0,9.807,-0.0,-38.231,0.0,0.009,0.1005,45.26,41.888,carpet,0.0,0.1,66.3,68.3,ok,avanzando en carpet a 50% slip=0
476,65.1,69.9,64.9,68.7,62.5,69.4,70.0,66.6,0.014,-0.0,9.794,-0.0,-19.199,0.0,0.013,0.1005,45.36,41.988,carpet,0.0,0.1,65.1,69.9,ok,avanzando en carpet a 50% slip=0
477,66.1,67.7,65.1,66.3,66.9,69.0,67.6,67.9,0.014,-0.0,9.805,-0.0,0.997,0.0,0.011,0.1005,45.461,42.089,carpet,0,0.1,66.1,67.6,ok,avanzando en carpet a 50% slip=0
478,67.4,62.2,65.6,64.3,70.3,68.3,62.0,67.9,0.013,-0.0,9.802,-0.0,21.208,0.0,0.003,0.1005,45.561,42.189,carpet,0.0,0.1,67.4,62.0,ok,avanzando en carpet a 50% slip=0
479,64.3,68.9,71.5,66.6,64.6,64.7,70.2,68.9,0.012,-0.0,9.832,0.0,39.984,0.0,0.03,0.0973,45.662,42.283,carpet,0.031,0.1,64.3,68.9,ok,avanzando en carpet a 50% slip=0.031
480,69.5,71.6,64.7,68.1,65.9,67.2,68.9,60.9,0.009,-0.0,9.805,0.0,56.474,0.0,0.027,0.1005,45.762,42.384,carpet,0,0.1,60.9,68.9,ok,avanzando en carpet a 50% slip=0.031
481,66.9,66.2,63.6,62.3,70.3,69.9,65.1,63.8,0.006,-0.0,9.847,0.0,69.986,0.0,0.042,0.1005,45.863,42.484,carpet,0,0.0,63.8,65.1,ok,avanzando en carpet a 50% slip=0.031
482,68.4,68.0,72.4,62.8,66.6,71.4,69.3,70.7,0.003,-0.0,9.816,0.0,78.859,0.0,0.031,0.1005,45.963,42.585,carpet,0,0.0,68.4,68.0,ok,avanzando en carpet a 50% slip=0.031
483,69.1,67.3,65.9,72.1,68.0,66.8,67.7,65.0,-0.0,-0.0,9.79,0.0,83.21,0.0,0.026,0.1005,46.064,42.685,carpet,0,0.0,65.0,67.3,ok,avanzando en carpet a 50% slip=0.031
484,67.7,74.5,68.3,72.0,72.4,71.4,70.3,66.5,-0.004,-0.0,9.821,0.0,82.625,0.0,0.032,0.1005,46.164,42.786,carpet,0.0,0.0,66.5,70.3,ok,avanzando en carpet a 50% slip=0.0
485,61.6,74.0,69.2,67.5,63.2,64.9,62.4,73.6,-0.007,-0.0,9.803,0.0,76.962,0.0,0.019,0.1005,46.265,42.886,carpet,0,0.0,61.6,62.4,ok,avanzando en carpet a 50% slip=0.0
486,68.6,67.7,70.3,69.6,67.7,69.0,72.3,64.4,-0.01,-0.0,9.785,0.0,66.207,0.0,0.017,0.1005,46.365,42.987,carpet,0,0.1,64.4,67.7,ok,avanzando en carpet a 50% slip=0.0
487,64.7,76.9,71.1,66.3,65.4,60.4,63.7,61.7,-0.012,-0.0,9.821,0.0,52.415,0.0,0.036,0.1005,46.466,43.087,carpet,0.0,0.1,61.7,63.7,ok,avanzando en carpet a 50% slip=0.0
488,62.9,66.8,67.5,68.4,65.2,61.7,65.2,68.0,-0.014,-0.0,9.786,0.0,35.138,0.0,0.035,0.1005,46.566,43.188,carpet,0,0.1,62.9,65.2,ok,avanzando en carpet a 50% slip=0.0
489,68.6,68.9,67.1,63.2,63.5,65.2,67.5,65.1,-0.014,-0.0,9.832,0.0,15.692,0.0,0.046,0.1005,46.667,43.288,carpet,0,0.1,65.1,67.5,ok,avanzando en carpet a 50% slip=0
490,68.2,63.4,63.0,67.6,66.7,69.8,74.0,66.6,-0.014,-0.0,9.791,0.0,-4.573,0.0,0.041,0.1005,46.767,43.389,carpet,0.0,0.1,66.6,63.4,ok,avanzando en carpet a 50% slip=0
491,68.2,65.1,65.8,67.0,66.2,68.4,67.3,62.6,-0.013,-0.0,9.806,0.0,-24.611,-0.0,0.015,0.1005,46.868,43.489,carpet,0,0.1,62.6,65.1,ok,avanzando en carpet a 50% slip=0
492,65.5,70.1,67.4,65.6,73.0,70.1,65.5,66.7,-0.011,-0.0,9.77,0.0,-43.312,-0.0,0.036,0.1005,46.968,43.589,carpet,0,0.1,65.5,65.5,ok,avanzando en carpet a 50% slip=0
493,75.1,73.5,66.7,67.0,66.5,66.8,63.1,66.9,-0.009,-0.0,9.82,0.0,-59.404,-0.0,0.05,0.1005,47.069,43.69,carpet,0.0,0.1,66.9,63.1,ok,avanzando en carpet a 50% slip=0
494,66.2,67.8,65.6,68.2,65.3,63.6,68.0,70.4,-0.006,0.0,9.798,0.0,-71.412,-0.0,0.022,0.1005,47.169,43.79,carpet,0,0.0,66.2,67.8,ok,explorando (carpet)
495,65.7,67.2,65.8,70.4,68.0,64.3,67.1,70.2,-0.0,-0.013,9.791,16.185,2664.184,-39.715,0.016,0.0,46.868,44.092,sand,0.0,0.1,65.7,67.1,ok,explorando (carpet)
496,64.7,64.5,67.1,75.5,73.5,70.2,62.2,66.6,-0.11,-0.003,9.822,12.854,2656.172,-31.892,0.114,0.0,46.868,44.092,metal,0.0,0.6,64.7,62.2,ok,explorando (carpet)
497,71.9,72.0,65.9,68.5,75.8,64.7,70.8,66.4,-0.091,-0.0,9.804,9.252,-440.693,-25.244,0.027,0.0,46.868,44.092,sand,0.0,0.5,66.4,70.8,ok,explorando (carpet)
498,66.6,60.9,67.7,67.8,69.3,70.7,67.4,68.8,-0.067,-0.001,9.79,7.3,-568.292,-20.181,0.028,0.0,46.868,44.092,sand,0.0,0.4,66.6,60.9,ok,explorando (carpet)
499,68.6,64.7,66.1,69.5,69.4,67.7,66.9,67.1,-0.039,-0.001,9.839,5.788,-665.367,-15.999,0.056,0.0,46.868,44.092,sand,0.0,0.2,67.1,64.7,ok,claude:sand
